Count,Strip,Lot ID,MONTH,DAY,Date(측정 일자 및 시간),1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,Variation,Group,Average
10456,S0501,L820026616480,11,29,2021-11-29,1.28258,1.27913,1.28191,1.28882,1.28796,1.28643,1.28473,1.28425,1.27504,1.29369,1.30604,1.31479,1.31213,1.3185,1.32832,1.32119,1.31924,1.32021,1.31823,1.31491,1.31231,1.31434,1.29826,0,0,0,0,0,0,0,0.05328,B,1.302
10457,S2808,L820026616480,11,29,2021-11-29,1.29196,1.3094,1.31269,1.31496,1.32349,1.32361,1.32632,1.32361,1.32633,1.31995,1.31019,1.31164,1.30484,1.29348,1.27301,1.28424,1.28753,1.28803,1.28618,1.28927,1.29428,1.29371,1.2927,0,0,0,0,0,0,0,0.05332,B,1.304
10458,S1607,L820026616480,11,29,2021-11-29,1.32144,1.32346,1.32212,1.31999,1.31945,1.31507,1.31349,1.30994,1.29783,1.29208,1.3032,1.31083,1.30737,1.31384,1.27885,1.27403,1.27393,1.27919,1.27848,1.27889,1.27507,1.27398,1.27009,0,0,0,0,0,0,0,0.05337,B,1.298
10459,S0108,L820026616480,11,29,2021-11-29,1.29152,1.30783,1.30942,1.31684,1.32116,1.32495,1.32697,1.3224,1.32755,1.32241,1.31125,1.3114,1.30008,1.29032,1.27413,1.27655,1.27698,1.28235,1.28166,1.28921,1.28986,1.28978,1.29639,0,0,0,0,0,0,0,0.05342,B,1.302
10460,S5107,L820026616480,11,29,2021-11-29,1.32042,1.31786,1.319,1.32042,1.32321,1.32144,1.31926,1.31554,1.29631,1.29501,1.30522,1.31402,1.3086,1.31311,1.28041,1.26977,1.27571,1.27761,1.28267,1.2795,1.28287,1.2786,1.27284,0,0,0,0,0,0,0,0.05344,B,1.3
10461,S2104,L820026616480,11,29,2021-11-29,1.27822,1.30814,1.31556,1.31817,1.32281,1.32522,1.3247,1.32559,1.32761,1.32456,1.31748,1.31768,1.30766,1.28355,1.27416,1.3047,1.31349,1.31612,1.32525,1.32342,1.32753,1.32326,1.32306,0,0,0,0,0,0,0,0.05345,B,1.314
10462,S0307,L820026616480,11,29,2021-11-29,1.32322,1.32121,1.32144,1.32154,1.31969,1.31708,1.31129,1.31151,1.29939,1.29487,1.29976,1.31071,1.30812,1.31488,1.28363,1.27445,1.27918,1.28572,1.28276,1.28574,1.28204,1.28067,1.26968,0,0,0,0,0,0,0,0.05354,B,1.3
10463,S5708,L820026616480,11,29,2021-11-29,1.29852,1.30746,1.3122,1.31781,1.3221,1.327,1.32437,1.32415,1.32712,1.31898,1.31071,1.31205,1.30258,1.29221,1.27356,1.27527,1.28377,1.28376,1.28122,1.28587,1.28974,1.28971,1.28964,0,0,0,0,0,0,0,0.05356,B,1.302
10464,S5608,L820026616480,11,29,2021-11-29,1.29826,1.30751,1.31071,1.31616,1.32221,1.32442,1.32549,1.32366,1.329,1.32371,1.31234,1.31337,1.30408,1.29524,1.27534,1.28053,1.28516,1.28221,1.28046,1.28466,1.29009,1.2935,1.29532,0,0,0,0,0,0,0,0.05366,B,1.303
10465,S4202,L820026616480,11,29,2021-11-29,1.26527,1.28194,1.28404,1.2855,1.28942,1.29152,1.29316,1.28935,1.28705,1.3166,1.3096,1.30882,1.30084,1.28569,1.28618,1.30316,1.30472,1.30977,1.31487,1.31755,1.31922,1.31932,1.31921,0,0,0,0,0,0,0,0.05405,B,1.299
10466,S4001,L820026616480,11,29,2021-11-29,1.27534,1.27271,1.27511,1.27871,1.27623,1.27515,1.27251,1.27218,1.26805,1.29733,1.30392,1.31191,1.30919,1.31442,1.32229,1.3209,1.31685,1.31621,1.31664,1.31573,1.31099,1.3114,1.29692,0,0,0,0,0,0,0,0.05424,B,1.297
10467,S0604,L820026616480,11,29,2021-11-29,1.285,1.30919,1.31213,1.31596,1.32372,1.32369,1.32427,1.32691,1.33069,1.32486,1.31791,1.31587,1.30605,1.28947,1.27642,1.30348,1.31448,1.31769,1.32321,1.32254,1.32362,1.31823,1.32448,0,0,0,0,0,0,0,0.05427,B,1.314
10468,S1307,L820026616480,11,29,2021-11-29,1.32365,1.32181,1.31972,1.32208,1.32125,1.3199,1.31669,1.31311,1.29878,1.2924,1.30588,1.3149,1.30841,1.31336,1.27627,1.27148,1.27365,1.27686,1.27955,1.27968,1.27672,1.27591,1.26937,0,0,0,0,0,0,0,0.05428,B,1.299
10469,S1101,L820026616480,11,29,2021-11-29,1.28221,1.27749,1.28024,1.28708,1.28941,1.28484,1.28101,1.28104,1.26834,1.2908,1.30187,1.31328,1.30945,1.31353,1.32272,1.32239,1.31848,1.31962,1.31839,1.31571,1.311,1.3135,1.29692,0,0,0,0,0,0,0,0.05438,B,1.3
10470,S4207,L820026616480,11,29,2021-11-29,1.32247,1.32536,1.3192,1.32098,1.32173,1.31589,1.31409,1.31244,1.30111,1.29984,1.30204,1.3121,1.30508,1.31328,1.28012,1.27091,1.27738,1.28317,1.28426,1.28299,1.28375,1.28227,1.27872,0,0,0,0,0,0,0,0.05445,B,1.3
10471,S4607,L820026616480,11,29,2021-11-29,1.32666,1.32345,1.32338,1.32426,1.32343,1.3174,1.3157,1.31529,1.30191,1.3,1.30675,1.31494,1.31057,1.31694,1.28777,1.2722,1.2779,1.27939,1.28281,1.28131,1.28522,1.27976,1.27661,0,0,0,0,0,0,0,0.05446,B,1.302
10472,S3102,L820026616480,11,29,2021-11-29,1.26761,1.28038,1.28269,1.28886,1.29041,1.29346,1.29227,1.29358,1.29246,1.31797,1.31042,1.3123,1.29993,1.29053,1.29079,1.30462,1.30666,1.31078,1.31566,1.31784,1.31699,1.31941,1.32215,0,0,0,0,0,0,0,0.05454,B,1.301
10473,S0907,L820026616480,11,29,2021-11-29,1.32559,1.32091,1.31832,1.32342,1.32517,1.32039,1.3179,1.31457,1.29851,1.29653,1.30669,1.31362,1.3074,1.31272,1.27994,1.27211,1.27174,1.27308,1.27938,1.28033,1.2799,1.27538,1.27088,0,0,0,0,0,0,0,0.05471,B,1.299
10474,S2101,L820026616480,11,29,2021-11-29,1.27372,1.27236,1.27535,1.27908,1.27882,1.27674,1.27928,1.2764,1.27043,1.29523,1.30722,1.3161,1.31247,1.31773,1.32519,1.32097,1.322,1.31907,1.31873,1.31524,1.31433,1.31042,1.29776,0,0,0,0,0,0,0,0.05476,B,1.299
10475,S2407,L820026616480,11,29,2021-11-29,1.3315,1.33171,1.3279,1.32589,1.3254,1.32201,1.31724,1.31663,1.30826,1.30605,1.30659,1.31527,1.31625,1.32519,1.29834,1.2902,1.28869,1.29195,1.28971,1.28763,1.27815,1.27672,1.27728,0,0,0,0,0,0,0,0.05499,B,1.307
10476,S2307,L820026616480,11,29,2021-11-29,1.32871,1.32734,1.32698,1.32495,1.32698,1.32263,1.31856,1.31454,1.30388,1.30112,1.30812,1.31792,1.31444,1.32104,1.29039,1.28061,1.28579,1.28729,1.28811,1.28939,1.28599,1.28202,1.27355,0,0,0,0,0,0,0,0.05516,B,1.305
10477,S5307,L820026616480,11,29,2021-11-29,1.32361,1.32498,1.32043,1.31757,1.31774,1.31604,1.31027,1.30912,1.29718,1.29442,1.2998,1.30857,1.30762,1.31373,1.28112,1.27418,1.27331,1.27311,1.27671,1.27724,1.27775,1.27372,1.2694,0,0,0,0,0,0,0,0.05558,B,1.297
10478,S5807,L820026616480,11,29,2021-11-29,1.33182,1.32711,1.32946,1.32696,1.33079,1.32601,1.32173,1.31866,1.30649,1.3036,1.31176,1.32266,1.3183,1.32181,1.2904,1.28456,1.28729,1.28752,1.29091,1.28997,1.2871,1.28493,1.27608,0,0,0,0,0,0,0,0.05574,B,1.308
10479,S0901,L820026616480,11,29,2021-11-29,1.28253,1.27839,1.28007,1.29118,1.28955,1.2831,1.28297,1.27887,1.26929,1.29778,1.30995,1.3174,1.3126,1.31808,1.32504,1.31994,1.31947,1.32132,1.32344,1.3179,1.31634,1.31322,1.30337,0,0,0,0,0,0,0,0.05575,B,1.302
10480,S2907,L820026616480,11,29,2021-11-29,1.33024,1.32766,1.32261,1.32545,1.32478,1.31996,1.31779,1.3151,1.30514,1.30267,1.30791,1.31638,1.31067,1.32081,1.28973,1.27883,1.28201,1.28905,1.28799,1.28458,1.28536,1.28326,1.27446,0,0,0,0,0,0,0,0.05578,B,1.304
10481,S2507,L820026616480,11,29,2021-11-29,1.32839,1.32575,1.32592,1.32223,1.32446,1.31731,1.31494,1.314,1.30178,1.29777,1.30228,1.31331,1.31379,1.31791,1.28954,1.28227,1.28242,1.28515,1.28616,1.28683,1.28588,1.27794,1.27256,0,0,0,0,0,0,0,0.05583,B,1.303
10482,S2701,L820026616480,11,29,2021-11-29,1.27698,1.27467,1.27722,1.28323,1.27866,1.27591,1.27212,1.27579,1.26654,1.2921,1.29941,1.30976,1.30724,1.31305,1.32251,1.32072,1.31682,1.31352,1.31497,1.30968,1.30398,1.30922,1.29735,0,0,0,0,0,0,0,0.05597,B,1.296
10483,S0401,L820026616480,11,29,2021-11-29,1.28163,1.27305,1.27691,1.28508,1.28613,1.2814,1.27836,1.27764,1.2668,1.29213,1.29812,1.31225,1.30522,1.31641,1.32284,1.3165,1.31577,1.31413,1.31539,1.30978,1.30831,1.30911,1.29541,0,0,0,0,0,0,0,0.05604,B,1.297
10484,S4507,L820026616480,11,29,2021-11-29,1.32554,1.32285,1.32208,1.32151,1.32046,1.31567,1.3147,1.31012,1.29966,1.29569,1.30057,1.31082,1.30992,1.31668,1.28053,1.27607,1.27887,1.28109,1.28307,1.27948,1.27843,1.2743,1.26931,0,0,0,0,0,0,0,0.05623,B,1.299
10485,S4307,L820026616480,11,29,2021-11-29,1.32782,1.32547,1.32403,1.32395,1.3247,1.32167,1.31676,1.3165,1.30118,1.30036,1.30515,1.31175,1.31201,1.31872,1.28382,1.27154,1.27626,1.28054,1.28232,1.28352,1.28047,1.27453,1.27169,0,0,0,0,0,0,0,0.05628,B,1.302
10486,S4502,L820026616480,11,29,2021-11-29,1.27021,1.28581,1.29672,1.30114,1.30289,1.29788,1.29768,1.29395,1.29438,1.32406,1.31607,1.31798,1.30726,1.29019,1.2886,1.30524,1.3094,1.31188,1.32196,1.31956,1.32422,1.31946,1.32676,0,0,0,0,0,0,0,0.05655,B,1.305
10487,S0704,L820026616480,11,29,2021-11-29,1.27832,1.31166,1.31464,1.31569,1.3214,1.32402,1.32397,1.32563,1.32903,1.3264,1.31681,1.31535,1.30754,1.27545,1.27228,1.30213,1.31261,1.318,1.32395,1.3246,1.32496,1.32181,1.32514,0,0,0,0,0,0,0,0.05675,B,1.314
10488,S3302,L820026616480,11,29,2021-11-29,1.27057,1.2821,1.28766,1.29188,1.29647,1.2954,1.29247,1.29209,1.29709,1.32419,1.31184,1.31272,1.3044,1.28502,1.28549,1.30275,1.30627,1.31447,1.31893,1.319,1.32184,1.32122,1.32732,0,0,0,0,0,0,0,0.05675,B,1.303
10489,S0904,L820026616480,11,29,2021-11-29,1.27961,1.31207,1.31317,1.31559,1.32275,1.32318,1.32644,1.32685,1.33087,1.32546,1.31715,1.31465,1.30677,1.28111,1.27402,1.30322,1.31111,1.31607,1.3218,1.32075,1.32613,1.32238,1.32312,0,0,0,0,0,0,0,0.05685,B,1.314
10490,S3402,L820026616480,11,29,2021-11-29,1.26703,1.285,1.28524,1.28857,1.29026,1.29481,1.28995,1.28878,1.28684,1.32055,1.31223,1.31597,1.30254,1.29065,1.29059,1.30751,1.30731,1.31179,1.31845,1.32087,1.3209,1.32168,1.32406,0,0,0,0,0,0,0,0.05703,B,1.302
10491,S4302,L820026616480,11,29,2021-11-29,1.27225,1.28717,1.29384,1.29823,1.29975,1.30253,1.30364,1.29988,1.29687,1.32681,1.31744,1.31773,1.30745,1.2917,1.29376,1.30985,1.311,1.3166,1.32049,1.32269,1.32623,1.32313,1.32943,0,0,0,0,0,0,0,0.05718,B,1.307
10492,S0602,L820026616480,11,29,2021-11-29,1.2709,1.29219,1.28855,1.2927,1.30007,1.30145,1.30133,1.30257,1.30295,1.32285,1.31465,1.31583,1.30703,1.28847,1.28826,1.30709,1.30696,1.31148,1.31905,1.32109,1.32362,1.32195,1.32845,0,0,0,0,0,0,0,0.05755,B,1.306
10493,S1707,L820026616480,11,29,2021-11-29,1.3259,1.3255,1.32223,1.32166,1.32196,1.31795,1.31556,1.3131,1.29884,1.29893,1.30432,1.31367,1.30892,1.31757,1.27974,1.27685,1.27567,1.27657,1.27406,1.27208,1.27448,1.27042,1.26819,0,0,0,0,0,0,0,0.05771,B,1.299
10494,S4108,L820026616480,11,29,2021-11-29,1.28455,1.30696,1.31277,1.31594,1.3227,1.32528,1.3258,1.32674,1.32642,1.32234,1.31359,1.31291,1.2998,1.28627,1.26891,1.2735,1.2716,1.27876,1.2705,1.27993,1.28635,1.28111,1.28667,0,0,0,0,0,0,0,0.05783,B,1.299
10495,S3507,L820026616480,11,29,2021-11-29,1.32598,1.32699,1.32439,1.32424,1.32234,1.32072,1.31872,1.31744,1.29881,1.29408,1.30279,1.31328,1.31132,1.31677,1.28019,1.27493,1.27358,1.27762,1.27902,1.27564,1.27829,1.27453,1.26894,0,0,0,0,0,0,0,0.05805,B,1.3
10496,S3408,L820026616480,11,29,2021-11-29,1.2918,1.3079,1.30963,1.31493,1.32331,1.3229,1.32364,1.32443,1.32723,1.32271,1.31033,1.31168,1.30005,1.28804,1.26888,1.27946,1.27468,1.27653,1.27234,1.28121,1.29051,1.28765,1.28951,0,0,0,0,0,0,0,0.05835,B,1.3
10497,S4208,L820026616480,11,29,2021-11-29,1.28857,1.307,1.30802,1.31427,1.31774,1.31802,1.32214,1.32263,1.3247,1.31412,1.30745,1.30695,1.29527,1.28869,1.26621,1.27233,1.26875,1.27537,1.27064,1.2744,1.27937,1.27589,1.28105,0,0,0,0,0,0,0,0.05849,B,1.296
10498,S4902,L820026616480,11,29,2021-11-29,1.26802,1.2846,1.2851,1.28629,1.28867,1.2948,1.2932,1.28889,1.29146,1.32248,1.31298,1.31616,1.30332,1.29127,1.28684,1.30779,1.30817,1.31438,1.32179,1.32282,1.32112,1.32621,1.32659,0,0,0,0,0,0,0,0.05857,B,1.303
10499,S3908,L820026616480,11,29,2021-11-29,1.29681,1.30828,1.30965,1.31496,1.31981,1.31922,1.3246,1.32218,1.32796,1.3235,1.31404,1.31203,1.30061,1.29536,1.26935,1.27565,1.27731,1.28188,1.28004,1.28425,1.29418,1.29772,1.30109,0,0,0,0,0,0,0,0.05861,B,1.302
10500,S0701,L820026616480,11,29,2021-11-29,1.27793,1.27378,1.27375,1.28071,1.28006,1.27762,1.27633,1.27744,1.26616,1.28814,1.30555,1.3139,1.31073,1.31635,1.32476,1.32355,1.31698,1.32074,1.32042,1.31511,1.31205,1.31081,1.29952,0,0,0,0,0,0,0,0.0586,B,1.298
10501,S2302,L820026616480,11,29,2021-11-29,1.2714,1.28675,1.29115,1.29593,1.30159,1.30223,1.29703,1.29322,1.29577,1.32596,1.31484,1.31787,1.30712,1.29148,1.28763,1.30689,1.31177,1.31473,1.32151,1.32267,1.32218,1.32607,1.33023,0,0,0,0,0,0,0,0.05883,B,1.306
10502,S3008,L820026616480,11,29,2021-11-29,1.28302,1.30707,1.31164,1.31789,1.32336,1.32334,1.32651,1.32367,1.32983,1.32139,1.31109,1.3135,1.30106,1.28475,1.28095,1.27097,1.27099,1.277,1.27315,1.27802,1.28489,1.28467,1.28802,0,0,0,0,0,0,0,0.05886,B,1.299
10503,S3108,L820026616480,11,29,2021-11-29,1.29175,1.30666,1.3102,1.31373,1.32081,1.31923,1.32237,1.32152,1.32438,1.31853,1.30912,1.3119,1.29898,1.28806,1.26541,1.27444,1.27702,1.27983,1.27516,1.27685,1.28307,1.27905,1.28149,0,0,0,0,0,0,0,0.05897,B,1.298
10504,S0706,L820026616480,11,29,2021-11-29,1.27453,1.30924,1.31253,1.31692,1.32165,1.32546,1.32739,1.32243,1.32747,1.32681,1.31604,1.31398,1.3048,1.2712,1.27344,1.31095,1.31462,1.3147,1.32077,1.32033,1.32399,1.32466,1.33045,0,0,0,0,0,0,0,0.05925,B,1.313
10505,S5102,L820026616480,11,29,2021-11-29,1.26331,1.27708,1.28239,1.28932,1.28627,1.29364,1.29296,1.28983,1.29158,1.31823,1.31205,1.31065,1.29715,1.27873,1.27949,1.30373,1.30217,1.31189,1.31342,1.31837,1.31871,1.31908,1.3226,0,0,0,0,0,0,0,0.05929,B,1.299
10506,S0202,L820026616480,11,29,2021-11-29,1.26521,1.28131,1.28527,1.29367,1.29788,1.29546,1.29363,1.29062,1.28702,1.32046,1.31359,1.31301,1.3033,1.28641,1.2905,1.30569,1.30844,1.31244,1.31958,1.31992,1.31886,1.32141,1.32454,0,0,0,0,0,0,0,0.05933,B,1.302
10507,S2501,L820026616480,11,29,2021-11-29,1.28706,1.279,1.28461,1.29231,1.29324,1.28495,1.28266,1.28287,1.2704,1.29523,1.30372,1.31569,1.3128,1.31964,1.32976,1.32558,1.3201,1.32046,1.32111,1.31591,1.31105,1.31186,1.29844,0,0,0,0,0,0,0,0.05936,B,1.303
10508,S2607,L820026616480,11,29,2021-11-29,1.32708,1.32238,1.32044,1.32158,1.32305,1.3175,1.31601,1.31349,1.30268,1.29861,1.30456,1.31399,1.31152,1.31608,1.28344,1.27306,1.2765,1.28265,1.28403,1.2821,1.28058,1.27768,1.26767,0,0,0,0,0,0,0,0.05941,B,1.301
10509,S3207,L820026616480,11,29,2021-11-29,1.32278,1.32137,1.31876,1.3189,1.31924,1.3143,1.30971,1.30932,1.29593,1.29348,1.29891,1.30665,1.3053,1.31338,1.2758,1.26965,1.26689,1.27206,1.27347,1.27046,1.27315,1.27078,1.26313,0,0,0,0,0,0,0,0.05965,B,1.295
10510,S5302,L820026616480,11,29,2021-11-29,1.26626,1.28189,1.28865,1.28848,1.29419,1.2987,1.29628,1.29324,1.29268,1.3209,1.30936,1.31454,1.30072,1.28572,1.28352,1.30323,1.30691,1.31328,1.31736,1.31767,1.31845,1.318,1.32598,0,0,0,0,0,0,0,0.05972,B,1.302
10511,S4702,L820026616480,11,29,2021-11-29,1.26727,1.28647,1.28976,1.29313,1.29228,1.29307,1.2928,1.29358,1.29078,1.32595,1.31617,1.32008,1.30677,1.28683,1.28813,1.3055,1.30961,1.31569,1.32004,1.32175,1.32237,1.32351,1.32723,0,0,0,0,0,0,0,0.05996,B,1.304
10512,S6002,L820026616480,11,29,2021-11-29,1.26959,1.28332,1.28526,1.29005,1.29194,1.29522,1.29691,1.29166,1.28893,1.32497,1.31346,1.3138,1.30481,1.28894,1.29003,1.30491,1.31263,1.31572,1.32131,1.32045,1.3237,1.3224,1.32955,0,0,0,0,0,0,0,0.05996,B,1.303
10513,S4808,L820026616480,11,29,2021-11-29,1.29223,1.30735,1.31216,1.31665,1.32027,1.32311,1.32258,1.32348,1.32496,1.3174,1.31074,1.31116,1.30193,1.28925,1.2649,1.2767,1.27825,1.28465,1.27979,1.28144,1.28957,1.28538,1.28596,0,0,0,0,0,0,0,0.06006,C,1.3
10514,S4802,L820026616480,11,29,2021-11-29,1.26163,1.27861,1.28098,1.28367,1.28567,1.28892,1.28693,1.28721,1.2886,1.31784,1.30991,1.3114,1.30329,1.2884,1.28756,1.30491,1.30909,1.31407,1.31677,1.31854,1.3194,1.32173,1.3206,0,0,0,0,0,0,0,0.0601,C,1.299
10515,S2002,L820026616480,11,29,2021-11-29,1.2646,1.28265,1.28833,1.29734,1.29925,1.29482,1.29022,1.28769,1.28462,1.32103,1.31643,1.32007,1.30632,1.292,1.29087,1.30957,1.31242,1.31466,1.32258,1.32004,1.32203,1.32094,1.32477,0,0,0,0,0,0,0,0.06017,C,1.304
10516,S2008,L820026616480,11,29,2021-11-29,1.29058,1.3088,1.31042,1.31614,1.32151,1.32527,1.32537,1.32522,1.32733,1.3211,1.31209,1.31213,1.29895,1.29248,1.26702,1.27557,1.27672,1.28015,1.27769,1.28135,1.28436,1.28606,1.29058,0,0,0,0,0,0,0,0.06031,C,1.3
10517,S1207,L820026616480,11,29,2021-11-29,1.32403,1.32324,1.32109,1.32114,1.32438,1.317,1.31524,1.31184,1.29491,1.28806,1.30616,1.31313,1.30913,1.31575,1.28079,1.27569,1.27456,1.27562,1.28019,1.27949,1.27959,1.27675,1.26399,0,0,0,0,0,0,0,0.06039,C,1.299
10518,S5502,L820026616480,11,29,2021-11-29,1.26451,1.2772,1.28359,1.29151,1.29434,1.29592,1.29738,1.29328,1.29241,1.3203,1.3148,1.31183,1.30165,1.28884,1.28888,1.30539,1.30786,1.31159,1.31697,1.32126,1.31953,1.32005,1.32499,0,0,0,0,0,0,0,0.06048,C,1.302
10519,S4402,L820026616480,11,29,2021-11-29,1.26179,1.27681,1.28047,1.28461,1.2857,1.28748,1.285,1.28376,1.28404,1.31972,1.31072,1.31145,1.29877,1.28621,1.28369,1.30506,1.30591,1.3095,1.31458,1.31793,1.31922,1.32238,1.32241,0,0,0,0,0,0,0,0.06062,C,1.298
10520,S6008,L820026616480,11,29,2021-11-29,1.29037,1.30737,1.31305,1.31683,1.32306,1.32398,1.32654,1.3253,1.33338,1.32473,1.31359,1.31468,1.30204,1.29118,1.27246,1.28251,1.27985,1.28086,1.27261,1.28149,1.28959,1.28632,1.29126,0,0,0,0,0,0,0,0.06092,C,1.302
10521,S2208,L820026616480,11,29,2021-11-29,1.28828,1.30942,1.31595,1.31865,1.32488,1.32468,1.32705,1.32642,1.33113,1.32537,1.31483,1.31474,1.30316,1.29218,1.2696,1.28247,1.28876,1.29055,1.27998,1.28573,1.29466,1.29274,1.29148,0,0,0,0,0,0,0,0.06153,C,1.304
10522,S1108,L820026616480,11,29,2021-11-29,1.28175,1.30251,1.30702,1.31379,1.31818,1.31919,1.32449,1.32153,1.3254,1.32001,1.31009,1.30969,1.29832,1.28405,1.26384,1.27435,1.27738,1.28077,1.27883,1.28825,1.28529,1.28482,1.28914,0,0,0,0,0,0,0,0.06156,C,1.298
10523,S4007,L820026616480,11,29,2021-11-29,1.32366,1.3224,1.31956,1.32129,1.32368,1.32148,1.31691,1.31631,1.30017,1.29679,1.30357,1.31496,1.3109,1.31648,1.28051,1.2759,1.27638,1.28254,1.28289,1.27998,1.27581,1.26981,1.26211,0,0,0,0,0,0,0,0.06157,C,1.3
10524,S5202,L820026616480,11,29,2021-11-29,1.25906,1.27688,1.27982,1.28341,1.28894,1.29222,1.28975,1.28837,1.28705,1.31733,1.30848,1.3131,1.3016,1.28435,1.28492,1.30458,1.30613,1.31028,1.31325,1.31767,1.31598,1.31802,1.32063,0,0,0,0,0,0,0,0.06157,C,1.298
10525,S0302,L820026616480,11,29,2021-11-29,1.26407,1.28176,1.28571,1.29204,1.29333,1.29542,1.29547,1.28915,1.2853,1.32149,1.31224,1.31258,1.30128,1.27997,1.28712,1.30411,1.3087,1.31166,1.31774,1.31854,1.32135,1.31888,1.32574,0,0,0,0,0,0,0,0.06167,C,1.301
10526,S1002,L820026616480,11,29,2021-11-29,1.26669,1.28187,1.28565,1.28877,1.2958,1.29676,1.30091,1.29558,1.29659,1.32636,1.31549,1.31449,1.3041,1.2878,1.29101,1.30422,1.30797,1.31121,1.31741,1.31935,1.32051,1.3219,1.32884,0,0,0,0,0,0,0,0.06215,C,1.303
10527,S4708,L820026616480,11,29,2021-11-29,1.28545,1.30954,1.3129,1.31899,1.32606,1.3266,1.32526,1.32808,1.33204,1.32576,1.31538,1.31518,1.30216,1.29131,1.26968,1.28475,1.28593,1.28658,1.27975,1.28882,1.29273,1.29237,1.29325,0,0,0,0,0,0,0,0.06236,C,1.304
10528,S1602,L820026616480,11,29,2021-11-29,1.26397,1.28529,1.28604,1.29004,1.29465,1.29683,1.29506,1.2935,1.28944,1.32101,1.31289,1.31422,1.30319,1.28316,1.28283,1.30419,1.3086,1.31329,1.31863,1.3216,1.32193,1.32128,1.32656,0,0,0,0,0,0,0,0.06259,C,1.302
10529,S1008,L820026616480,11,29,2021-11-29,1.29053,1.30523,1.31093,1.31627,1.32288,1.32349,1.32623,1.32621,1.33281,1.32755,1.31585,1.31476,1.30419,1.2872,1.27014,1.2771,1.27627,1.28117,1.27984,1.28362,1.29413,1.29248,1.2952,0,0,0,0,0,0,0,0.06267,C,1.302
10530,S1902,L820026616480,11,29,2021-11-29,1.26363,1.28467,1.28501,1.28524,1.29018,1.29553,1.29341,1.29125,1.28893,1.32173,1.31219,1.31372,1.30014,1.28539,1.28136,1.30517,1.30699,1.31003,1.31849,1.31853,1.32009,1.32053,1.32646,0,0,0,0,0,0,0,0.06283,C,1.301
10531,S2408,L820026616480,11,29,2021-11-29,1.3014,1.31449,1.31895,1.32589,1.32939,1.33178,1.33085,1.33428,1.33415,1.3313,1.32101,1.32309,1.30954,1.297,1.27141,1.28272,1.28651,1.29514,1.28749,1.29395,1.29981,1.29761,1.2977,0,0,0,0,0,0,0,0.06287,C,1.309
10532,S2707,L820026616480,11,29,2021-11-29,1.32149,1.31867,1.31749,1.31773,1.3197,1.31511,1.30938,1.31096,1.29407,1.28994,1.29661,1.3068,1.30726,1.31192,1.27141,1.2667,1.26258,1.26748,1.26806,1.26507,1.2621,1.26648,1.25852,0,0,0,0,0,0,0,0.06297,C,1.292
10533,S5508,L820026616480,11,29,2021-11-29,1.29032,1.30954,1.30742,1.31458,1.32156,1.32435,1.32363,1.32303,1.32761,1.31889,1.31155,1.30861,1.30052,1.28855,1.26458,1.27334,1.27647,1.27539,1.27353,1.27548,1.28674,1.28732,1.28981,0,0,0,0,0,0,0,0.06303,C,1.299
10534,S3802,L820026616480,11,29,2021-11-29,1.26613,1.28002,1.28814,1.28907,1.29382,1.29899,1.29712,1.29079,1.29495,1.32688,1.31486,1.31808,1.306,1.2915,1.29317,1.30919,1.30904,1.31636,1.32062,1.32298,1.32472,1.32336,1.32936,0,0,0,0,0,0,0,0.06323,C,1.305
10535,S5802,L820026616480,11,29,2021-11-29,1.268,1.28913,1.29427,1.29735,1.29731,1.29851,1.29959,1.29718,1.29874,1.32826,1.31691,1.31965,1.3088,1.28709,1.29553,1.31069,1.31237,1.31884,1.3246,1.32647,1.32495,1.32848,1.33128,0,0,0,0,0,0,0,0.06328,C,1.308
10536,S1608,L820026616480,11,29,2021-11-29,1.2838,1.30524,1.31089,1.31261,1.32113,1.32194,1.32537,1.32316,1.32646,1.31868,1.31214,1.31235,1.29865,1.28511,1.26312,1.27242,1.27447,1.27397,1.27203,1.27263,1.27694,1.28013,1.27873,0,0,0,0,0,0,0,0.06334,C,1.297
10537,S1208,L820026616480,11,29,2021-11-29,1.28257,1.30632,1.30944,1.31538,1.31894,1.32344,1.32044,1.32453,1.32451,1.31827,1.30721,1.30813,1.2982,1.28373,1.26113,1.27139,1.27209,1.27271,1.27055,1.27871,1.28371,1.28402,1.2808,0,0,0,0,0,0,0,0.0634,C,1.296
10538,S1508,L820026616480,11,29,2021-11-29,1.29001,1.30945,1.31186,1.31896,1.32258,1.32464,1.32569,1.3261,1.32851,1.32166,1.31007,1.31307,1.29967,1.2927,1.2648,1.27668,1.27532,1.27838,1.27253,1.27992,1.28657,1.28449,1.28667,0,0,0,0,0,0,0,0.06371,C,1.3
10539,S2202,L820026616480,11,29,2021-11-29,1.26747,1.28813,1.29221,1.29477,1.29439,1.29146,1.29442,1.29233,1.29347,1.327,1.31629,1.31776,1.305,1.28734,1.28833,1.30792,1.31335,1.31743,1.32134,1.32398,1.32378,1.32446,1.33141,0,0,0,0,0,0,0,0.06394,C,1.305
